taxpayer_id,filing_status,state,tax_year,primary_income_src,gross_income,capital_gains,dividend_income,other_income,total_income,standard_deduction,itemized_deductions,uses_itemized,deduction_used,taxable_income,federal_tax,state_tax,social_security_tax,medicare_tax,fica_total,total_tax_liability,effective_tax_rate,marginal_tax_rate,tax_withheld,refund_or_owed,dependents,child_tax_credit,filing_date,mortgage_interest,charitable_giving,medical_expenses,salt_deduction
113,single,TX,2024,investment,322957.6,0,11126.37,7802.63,341886.6,14600,15396.92,True,15396.92,326489.68,84646.14,0.0,10453.2,4682.89,15136.09,99782.23,29.19,35.0,80142.82,-4503.32,1,2000,2023-12-21,0,13262.24,2134.68,0
114,hoh,WA,2024,wages,81386.19,13449.27,0,0,94835.46,21900,39712.48,True,39712.48,55122.98,7180.06,0.0,5045.94,1180.1,6226.039999999999,13406.1,14.14,22.0,6200.98,-979.08,4,8000,2023-09-29,2814.58,2616.37,10390.91,12063.99
115,hoh,FL,2024,retirement,61658.68,9212.51,1786.08,4829.45,77486.72,21900,3808.36,False,21900,55586.72,7282.08,0.0,3822.84,894.05,4716.89,11998.97,15.49,22.0,7515.09,233.01,2,4000,2023-11-23,3808.36,0,0,0
116,hoh,IL,2024,rental,28307.26,0,0,0,28307.26,21900,0,False,21900,6407.26,640.73,317.16,1755.05,410.46,2165.5099999999998,3123.4,11.03,10.0,634.29,-6.44,2,4000,2024-04-05,0,0,0,0
117,single,TX,2024,wages,36386.19,9433.09,0,9023.11,54842.39,14600,0,False,14600,40242.39,4597.09,0.0,2255.94,527.6,2783.54,7380.63,13.46,12.0,5029.42,432.33,4,8000,2023-11-17,0,0,0,0
118,single,TX,2024,rental,149435.72,0,7432.49,0,156868.21,14600,0,False,14600,142268.21,27186.87,0.0,9265.01,2166.82,11431.83,38618.7,24.62,24.0,26838.04,-348.83,1,2000,2023-08-09,0,0,0,0
119,hoh,IL,2024,wages,36371.59,0,2379.65,0,38751.24,21900,0,False,21900,16851.24,1790.15,834.14,2255.04,527.39,2782.43,5406.72,13.95,12.0,1809.85,19.7,0,0,2024-03-17,0,0,0,0
120,single,WA,2024,investment,383109.1,0,0,0,383109.1,14600,0,False,14600,368509.1,99352.93,0.0,10453.2,5555.08,16008.28,115361.21,30.11,35.0,100939.29,1586.36,0,0,2024-01-31,0,0,0,0
121,hoh,GA,2024,retirement,47972.07,9792.04,0,3939.04,61703.15,21900,0,False,21900,39803.15,4544.38,2189.17,2974.27,695.6,3669.87,10403.42,16.86,12.0,4946.42,402.04,2,4000,2024-07-25,0,0,0,0
122,married,TX,2024,self_employment,126455.65,0,0,0,126455.65,29200,35616.93,True,35616.93,90838.72,10436.65,0.0,7840.25,1833.61,9673.86,20110.51,15.9,12.0,10730.1,293.45,4,8000,2024-06-05,10091.22,0,3081.52,6382.72
123,hoh,GA,2024,retirement,49979.06,5523.05,4897.44,0,60399.55,21900,0,False,21900,38499.55,4387.95,2117.48,3098.7,724.7,3823.3999999999996,10328.83,17.1,12.0,4778.59,390.64,0,0,2024-09-03,0,0,0,0
124,married,WA,2024,retirement,77763.44,13613.03,0,0,91376.47,29200,5319.87,False,29200,62176.47,6997.18,0.0,4821.33,1127.57,5948.9,12946.08,14.17,12.0,7397.07,399.89,3,6000,2024-05-28,2451.6,916.94,1951.33,0
125,hoh,GA,2024,wages,183799.43,30927.2,8792.43,0,223519.06,21900,66918.61,True,66918.61,156600.45,30626.61,8613.02,10453.2,2665.09,13118.29,52357.92,23.42,24.0,34828.62,4202.01,2,4000,2024-07-25,0,16615.06,26095.8,24207.75
126,married,FL,2024,investment,386731.26,80081.21,0,0,466812.47,29200,55272.99,True,55272.99,411539.48,87065.63,0.0,10453.2,5607.6,16060.800000000001,103126.43,22.09,32.0,75104.55,-11961.08,0,0,2023-12-21,21789.1,0,16524.13,12138.71
127,married,WA,2024,rental,39958.15,3250.19,0,0,43208.34,29200,0,False,29200,14008.34,1400.83,0.0,2477.41,579.39,3056.7999999999997,4457.63,10.32,10.0,1236.61,-164.22,4,8000,2023-09-03,0,0,0,0
128,single,CA,2024,retirement,42567.16,0,0,0,42567.16,14600,0,False,14600,27967.16,3124.06,2600.95,2639.16,617.22,3256.38,8981.39,21.1,12.0,3098.2,-25.86,1,2000,2023-01-06,0,0,0,0
129,hoh,TX,2024,rental,101404.99,14471.5,7665.32,0,123541.81,21900,0,False,21900,101641.81,17436.53,0.0,6287.11,1470.37,7757.48,25194.01,20.39,24.0,15130.53,-2306.0,0,0,2024-10-29,0,0,0,0
130,hoh,FL,2024,retirement,93868.65,1050.34,3922.63,9339.23,108180.85,21900,0,False,21900,86280.85,14034.79,0.0,5819.86,1361.1,7180.959999999999,21215.75,19.61,22.0,15450.35,1415.56,3,6000,2023-07-10,0,0,0,0
131,hoh,WA,2024,wages,27085.11,871.88,770.74,5433.0,34160.73,21900,0,False,21900,12260.73,1239.29,0.0,1679.28,392.73,2072.01,3311.3,9.69,12.0,1237.03,-2.26,1,2000,2024-05-31,0,0,0,0
132,married,WA,2024,self_employment,164630.57,0,10672.76,140.84,175444.17,29200,0,False,29200,146244.17,22279.72,0.0,10207.1,2387.14,12594.24,34873.96,19.88,22.0,20909.68,-1370.04,1,2000,2023-06-29,0,0,0,0
133,hoh,OH,2024,rental,82139.29,0,1517.78,0,83657.07,21900,0,False,21900,61757.07,8639.56,2470.28,5092.64,1191.02,6283.66,17393.5,20.79,22.0,7986.53,-653.03,2,4000,2024-01-28,0,0,0,0
134,single,GA,2024,investment,477247.24,0,545.77,0,477793.01,14600,36579.84,True,36579.84,441213.17,124799.36,24266.72,10453.2,6920.08,17373.28,166439.36,34.84,35.0,110475.48,-14323.88,2,4000,2024-01-12,0,0,0,0
135,hoh,FL,2024,self_employment,192111.7,0,0,3736.25,195847.95,21900,105846.84,True,105846.84,90001.11,14853.24,0.0,10453.2,2785.62,13238.82,28092.06,14.34,22.0,16712.47,1859.23,0,0,2023-03-05,22370.16,24341.11,20146.36,23237.05
136,hoh,NC,2024,self_employment,120949.81,0,0,0,120949.81,21900,0,False,21900,99049.81,16843.96,5200.12,7498.89,1753.77,9252.66,31296.74,25.88,22.0,15355.3,-1488.66,4,8000,2024-05-15,0,0,0,0
137,single,NC,2024,rental,123216.89,0,0,0,123216.89,14600,0,False,14600,108616.89,19110.55,5702.39,7639.45,1786.64,9426.09,34239.03,27.79,24.0,18894.86,-215.69,2,4000,2023-01-23,0,0,0,0
138,married,WA,2024,wages,192806.01,2619.64,0,0,195425.65,29200,45579.86,True,45579.86,149845.79,23072.07,0.0,10453.2,2795.69,13248.890000000001,36320.96,18.59,22.0,26483.44,3411.37,3,6000,2024-04-04,2488.71,1414.4,0,22566.44
139,married,OH,2024,wages,178614.33,28898.03,6211.67,0,213724.03,29200,38532.96,True,38532.96,175191.07,28648.04,7007.64,10453.2,2589.91,13043.11,48698.79,22.79,22.0,28922.49,274.45,1,2000,2023-09-11,21971.82,0,0,0
140,married,IL,2024,self_employment,65995.2,14354.43,0,4192.41,84542.04,29200,9757.54,False,29200,55342.04,6177.04,2739.43,4091.7,956.93,5048.63,13965.1,16.52,12.0,6622.79,445.75,3,6000,2024-03-25,690.59,0,0,0
141,single,NC,2024,self_employment,154561.36,6497.86,3619.23,5761.1,170439.55,14600,72417.86,True,72417.86,98021.69,16617.77,5146.14,9582.8,2241.14,11823.939999999999,33587.85,19.71,22.0,17790.38,1172.61,1,2000,2024-10-03,21013.52,0,25207.38,10866.27
142,hoh,OH,2024,retirement,69562.08,19649.61,5466.22,0,94677.91,21900,31354.74,True,31354.74,63323.17,8984.1,2532.93,4312.85,1008.65,5321.5,16838.53,17.79,22.0,10244.89,1260.79,4,8000,2024-06-26,0,0,6988.01,4620.6
143,single,OH,2024,self_employment,62174.19,0,0,0,62174.19,14600,0,False,14600,47574.19,5519.32,1902.97,3854.8,901.53,4756.33,12178.62,19.59,22.0,5305.85,-213.47,4,8000,2023-07-15,0,0,0,0
144,single,WA,2024,rental,104314.07,27339.27,0,7243.05,138896.39,14600,38384.38,True,38384.38,100512.01,17165.64,0.0,6467.47,1512.55,7980.02,25145.66,18.1,22.0,15840.07,-1325.57,4,8000,2024-12-21,0,7270.65,811.8,20063.33
145,single,OH,2024,self_employment,117134.67,13376.61,0,0,130511.28,14600,0,False,14600,115911.28,20861.21,4636.45,7262.35,1698.45,8960.800000000001,34458.46,26.4,24.0,20941.42,80.21,3,6000,2024-04-22,0,0,0,0
146,single,GA,2024,investment,457593.6,0,0,0,457593.6,14600,0,False,14600,442993.6,125422.51,24364.65,10453.2,6635.11,17088.31,166875.47,36.47,35.0,112099.73,-13322.78,2,4000,2024-07-20,0,0,0,0
147,hoh,VA,2024,rental,51326.92,0,0,0,51326.92,21900,0,False,21900,29426.92,3299.23,1692.05,3182.27,744.24,3926.51,8917.79,17.37,12.0,3047.56,-251.67,4,8000,2024-11-01,0,0,0,0
148,hoh,IL,2024,investment,382863.51,0,28316.36,0,411179.87,21900,54293.06,True,54293.06,356886.81,95285.13,17665.9,10453.2,5551.52,16004.720000000001,128955.75,31.36,35.0,104375.21,9090.08,0,0,2023-01-07,0,0,5929.41,29714.54
149,married,TX,2024,self_employment,27574.07,0,0,0,27574.07,29200,0,False,29200,0,0.0,0.0,1709.59,399.82,2109.41,2109.41,7.65,10.0,0.0,0.0,4,5514.81,2024-05-09,0,0,0,0
150,hoh,GA,2024,wages,26487.78,94.17,0,0,26581.95,21900,0,False,21900,4681.95,468.19,257.51,1642.24,384.07,2026.31,2752.01,10.35,10.0,535.26,67.07,0,0,2024-05-29,0,0,0,0
151,hoh,OH,2024,self_employment,34798.04,0,0,0,34798.04,21900,0,False,21900,12898.04,1315.76,515.92,2157.48,504.57,2662.05,4493.73,12.91,12.0,1326.2,10.44,2,4000,2023-10-01,0,0,0,0
152,married,NY,2024,investment,479852.41,0,0,0,479852.41,29200,0,False,29200,450652.41,99581.77,30869.69,10453.2,6957.86,17411.06,147862.52,30.81,32.0,109382.47,9800.7,0,0,2024-10-31,0,0,0,0
153,hoh,CA,2024,wages,116187.62,0,0,0,116187.62,21900,44461.92,True,44461.92,71725.7,10832.65,6670.49,7203.63,1684.72,8888.35,26391.49,22.71,22.0,12136.7,1304.05,4,8000,2024-05-01,0,11417.08,0,16985.3
154,married,CA,2024,wages,178996.47,0,0,0,178996.47,29200,0,False,29200,149796.47,23061.22,13931.07,10453.2,2595.45,13048.650000000001,50040.94,27.96,22.0,25485.61,2424.39,0,0,2023-08-01,0,0,0,0
155,hoh,TX,2024,rental,140042.49,0,0,0,140042.49,21900,37995.82,True,37995.82,102046.67,17533.7,0.0,8682.63,2030.62,10713.25,28246.95,20.17,24.0,16124.75,-1408.95,0,0,2023-12-15,11584.98,0,16710.25,2108.27
156,hoh,VA,2024,retirement,59670.3,530.33,0,4906.03,65106.66,21900,0,False,21900,43206.66,4952.8,2484.38,3699.56,865.22,4564.78,12001.96,18.43,12.0,4738.56,-214.24,3,6000,2024-03-18,0,0,0,0
157,single,VA,2024,rental,21997.18,5266.49,180.46,0,27444.13,14600,0,False,14600,12844.13,1309.3,738.54,1363.83,318.96,1682.79,3730.63,13.59,12.0,1392.44,83.14,1,2000,2024-02-03,0,0,0,0
158,married,IL,2024,wages,45592.1,6082.93,466.09,0,52141.12,29200,0,False,29200,22941.12,2294.11,1135.59,2826.71,661.09,3487.8,6917.5,13.27,10.0,2246.61,-47.5,4,8000,2024-07-22,0,0,0,0
159,hoh,OH,2024,wages,30908.93,0,0,0,30908.93,21900,0,False,21900,9008.93,900.89,360.36,1916.35,448.18,2364.5299999999997,3625.78,11.73,10.0,853.44,-47.45,3,6000,2023-01-13,0,0,0,0
160,married,OH,2024,rental,119083.67,19989.5,2890.67,0,141963.84,29200,0,False,29200,112763.84,14914.04,4510.55,7383.19,1726.71,9109.9,28534.49,20.1,22.0,14018.09,-895.95,0,0,2024-01-05,0,0,0,0
161,married,FL,2024,rental,93132.9,0,0,0,93132.9,29200,25741.97,False,29200,63932.9,7207.95,0.0,5774.24,1350.43,7124.67,14332.62,15.39,12.0,6820.16,-387.79,1,2000,2024-05-05,0,11330.86,0,0
162,married,TX,2024,rental,145621.53,0,7150.12,0,152771.65,29200,0,False,29200,123571.65,17291.76,0.0,9028.53,2111.51,11140.04,28431.8,18.61,22.0,16648.79,-642.97,3,6000,2024-01-09,0,0,0,0
163,single,VA,2024,self_employment,124562.0,25474.65,0,4616.22,154652.87,14600,34868.87,True,34868.87,119784.0,21790.66,6887.58,7722.84,1806.15,9528.99,38207.23,24.71,24.0,22827.87,1037.21,3,6000,2024-01-22,0,0,19088.82,9786.67
164,single,GA,2024,retirement,67923.47,0,0,6917.09,74840.56,14600,0,False,14600,60240.56,8305.92,3313.23,4211.26,984.89,5196.150000000001,16815.3,22.47,22.0,8414.67,108.75,2,4000,2024-12-19,0,0,0,0
165,hoh,VA,2024,wages,49608.12,0,825.17,0,50433.29,21900,0,False,21900,28533.29,3191.99,1640.66,3075.7,719.32,3795.02,8627.67,17.11,12.0,3252.53,60.54,3,6000,2023-12-06,0,0,0,0
166,married,NY,2024,wages,47186.48,0,2632.97,0,49819.45,29200,0,False,29200,20619.45,2061.95,1412.43,2925.56,684.2,3609.76,7084.14,14.22,10.0,1889.38,-172.57,2,4000,2024-02-05,0,0,0,0
167,married,VA,2024,retirement,35074.49,5079.88,0,858.55,41012.92,29200,0,False,29200,11812.92,1181.29,679.24,2174.62,508.58,2683.2,4543.73,11.08,10.0,1298.7,117.41,1,2000,2023-12-23,0,0,0,0
168,married,IL,2024,rental,119797.8,12517.68,0,4524.47,136839.95,29200,0,False,29200,107639.95,13786.79,5328.18,7427.46,1737.07,9164.53,28279.5,20.67,22.0,11903.58,-1883.21,0,0,2023-01-24,0,0,0,0
169,married,NY,2024,self_employment,187035.65,28952.78,0,0,215988.43,29200,57798.98,True,57798.98,158189.45,24907.68,10835.98,10453.2,2712.02,13165.220000000001,48908.88,22.64,22.0,24381.28,-526.4,0,0,2024-12-22,0,19077.93,0,12169.68
170,single,FL,2024,investment,377401.12,7083.49,0,1869.6,386354.21,14600,0,False,14600,371754.21,100488.72,0.0,10453.2,5472.32,15925.52,116414.24,30.13,35.0,99209.01,-1279.71,2,4000,2024-11-17,0,0,0,0
171,married,NC,2024,investment,300500.56,52918.57,0,6173.63,359592.76,29200,12274.8,False,29200,330392.76,65379.26,17345.62,10453.2,4357.26,14810.460000000001,97535.34,27.12,24.0,69173.28,3794.02,4,8000,2024-02-02,9274.62,3000.18,0,0
172,married,VA,2024,self_employment,121339.12,0,0,0,121339.12,29200,32378.93,True,32378.93,88960.19,10211.22,5115.21,7523.03,1759.42,9282.45,24608.88,20.28,12.0,10164.07,-47.15,1,2000,2024-01-29,3566.41,0,0,0
173,hoh,NC,2024,rental,67278.81,0,2986.18,0,70264.99,21900,0,False,21900,48364.99,5693.3,2539.16,4171.29,975.54,5146.83,13379.29,19.04,22.0,5805.0,111.7,1,2000,2023-10-27,0,0,0,0
174,single,WA,2024,self_employment,114457.59,0,0,7659.2,122116.79,14600,26644.92,True,26644.92,95471.87,16056.81,0.0,7096.37,1659.64,8756.01,24812.82,20.32,22.0,18416.08,2359.27,0,0,2024-10-31,0,0,15168.86,0
175,single,WA,2024,wages,126189.78,0,5540.61,7756.32,139486.71,14600,0,False,14600,124886.71,23015.31,0.0,7823.77,1829.75,9653.52,32668.83,23.42,24.0,25160.59,2145.28,4,8000,2024-12-06,0,0,0,0
176,married,VA,2024,rental,33237.43,0,0,0,33237.43,29200,0,False,29200,4037.43,403.74,232.15,2060.72,481.94,2542.66,3178.55,9.56,10.0,350.37,-53.37,2,4000,2024-06-29,0,0,0,0
177,married,VA,2024,retirement,36837.74,3234.0,0,5144.15,45215.89,29200,0,False,29200,16015.89,1601.59,920.91,2283.94,534.15,2818.09,5340.59,11.81,10.0,1793.86,192.27,0,0,2023-05-19,0,0,0,0
178,married,CA,2024,investment,434188.56,0,10840.7,8284.82,453314.08,29200,49829.88,True,49829.88,403484.2,84487.94,37524.03,10453.2,6295.73,16748.93,138760.9,30.61,32.0,84883.69,395.75,2,4000,2024-12-12,14939.03,8427.16,0,0
179,married,GA,2024,rental,55820.5,0,4090.1,4584.49,64495.09,29200,0,False,29200,35295.09,3771.41,1941.23,3460.87,809.4,4270.2699999999995,9982.91,15.48,12.0,3957.13,185.72,2,4000,2023-03-06,0,0,0,0
180,hoh,OH,2024,self_employment,194103.79,28807.81,0,0,222911.6,21900,71924.16,True,71924.16,150987.44,29279.49,6039.5,10453.2,2814.5,13267.7,48586.69,21.8,24.0,33051.56,3772.07,1,2000,2024-03-27,0,23754.96,22986.49,0
181,married,CA,2024,rental,38324.55,1516.65,609.27,2740.19,43190.66,29200,0,False,29200,13990.66,1399.07,1301.13,2376.12,555.71,2931.83,5632.03,13.04,10.0,1463.95,64.88,2,4000,2023-03-26,0,0,0,0
182,married,TX,2024,wages,114176.85,0,2673.38,0,116850.23,29200,15071.48,False,29200,87650.23,10054.03,0.0,7078.96,1655.56,8734.52,18788.55,16.08,12.0,11526.41,1472.38,3,6000,2024-12-11,0,0,0,0
183,single,GA,2024,wages,76513.05,0,789.63,0,77302.68,14600,0,False,14600,62702.68,8847.59,3448.65,4743.81,1109.44,5853.25,18149.49,23.48,22.0,8536.3,-311.29,1,2000,2024-10-18,0,0,0,0
184,hoh,TX,2024,wages,144364.36,0,6353.47,6280.8,156998.63,21900,0,False,21900,135098.63,25466.17,0.0,8950.59,2093.28,11043.87,36510.04,23.26,24.0,24791.65,-674.52,3,6000,2023-08-11,0,0,0,0
185,single,NY,2024,self_employment,154202.44,17765.6,4849.72,0,176817.76,14600,0,False,14600,162217.76,31974.76,11111.92,9560.55,2235.94,11796.49,54883.17,31.04,24.0,27986.7,-3988.06,4,8000,2024-09-07,0,0,0,0
186,hoh,VA,2024,investment,390589.98,99353.45,11782.12,0,501725.55,21900,37881.3,True,37881.3,463844.25,132720.24,26671.04,10453.2,5663.55,16116.75,175508.03,34.98,35.0,136460.15,3739.91,4,8000,2023-01-13,9218.49,0,28662.81,0
187,married,IL,2024,self_employment,86565.08,10929.63,0,0,97494.71,29200,16125.12,False,29200,68294.71,7731.37,3380.59,5367.03,1255.19,6622.219999999999,17734.18,18.19,12.0,8224.54,493.17,3,6000,2024-03-09,1530.95,694.82,0,13899.35
188,hoh,OH,2024,wages,169120.89,7746.44,0,0,176867.33,21900,42152.66,True,42152.66,134714.67,25374.02,5388.59,10453.2,2452.25,12905.45,43668.06,24.69,24.0,28825.61,3451.59,1,2000,2023-03-01,4544.48,0,20366.8,17241.38
189,single,NY,2024,rental,26238.12,433.15,1726.61,0,28397.88,14600,0,False,14600,13797.88,1423.75,945.15,1626.76,380.45,2007.21,4376.11,15.41,12.0,1215.6,-208.15,1,2000,2024-12-19,0,0,0,0
190,single,TX,2024,rental,143422.27,33689.34,2394.62,0,179506.23,14600,44311.67,True,44311.67,135194.56,25489.19,0.0,8892.18,2079.62,10971.8,36460.99,20.31,24.0,22255.15,-3234.04,3,6000,2024-06-07,0,20885.77,0,7687.34
191,married,CA,2024,rental,130310.37,0,0,8942.68,139253.05,29200,5451.55,False,29200,110053.05,14317.67,10234.93,8079.24,1889.5,9968.74,34521.34,24.79,22.0,16294.98,1977.31,0,0,2024-07-20,0,552.37,750.53,0
192,hoh,OH,2024,self_employment,74533.37,0,2021.78,0,76555.15,21900,0,False,21900,54655.15,7077.13,2186.21,4621.07,1080.73,5701.799999999999,14965.14,19.55,22.0,7081.46,4.33,0,0,2023-07-03,0,0,0,0
193,single,NC,2024,wages,239667.87,0,0,0,239667.87,14600,39440.39,True,39440.39,200227.48,41759.29,10511.94,10453.2,3475.18,13928.380000000001,66199.61,27.62,32.0,45174.53,3415.24,1,2000,2024-07-13,0,735.09,0,9465.32
194,single,TX,2024,wages,234789.44,0,0,0,234789.44,14600,34056.24,True,34056.24,200733.2,41921.12,0.0,10453.2,3404.45,13857.650000000001,55778.77,23.76,32.0,47721.14,5800.02,1,2000,2024-12-29,0,0,11600.11,9571.56
195,married,NY,2024,wages,232286.74,36219.95,8652.49,849.02,278008.2,29200,0,False,29200,248808.2,45798.97,17043.36,10453.2,3368.16,13821.36,76663.69,27.58,24.0,40763.56,-5035.41,3,6000,2023-03-18,0,0,0,0
196,hoh,VA,2024,wages,122871.15,8727.72,0,0,131598.87,21900,26397.74,True,26397.74,105201.13,18290.77,6049.06,7618.01,1781.63,9399.64,33739.47,25.64,24.0,16399.93,-1890.84,1,2000,2024-04-05,14648.06,0,0,0
197,married,IL,2024,rental,26903.14,0,1215.8,0,28118.94,29200,0,False,29200,0,0.0,0.0,1667.99,390.1,2058.09,2058.09,7.32,10.0,0.0,0.0,0,0,2023-06-11,0,0,0,0
198,hoh,WA,2024,retirement,24032.98,2363.36,0,0,26396.34,21900,0,False,21900,4496.34,449.63,0.0,1490.04,348.48,1838.52,2288.15,8.67,10.0,430.17,-19.46,4,5279.27,2023-02-20,0,0,0,0
199,hoh,WA,2024,investment,410944.36,0,35119.36,0,446063.72,21900,11140.37,False,21900,424163.72,118832.05,0.0,10453.2,5958.69,16411.89,135243.94,30.32,35.0,115287.83,-3544.22,0,0,2024-08-19,0,0,4082.87,0
200,hoh,WA,2024,wages,29905.04,0,1326.08,0,31231.12,21900,0,False,21900,9331.12,933.11,0.0,1854.11,433.62,2287.73,3220.84,10.31,10.0,1046.5,113.39,2,4000,2023-05-06,0,0,0,0
201,single,GA,2024,wages,62797.57,15479.95,0,0,78277.52,14600,4152.54,False,14600,63677.52,9062.05,3502.26,3893.45,910.56,4804.01,17368.32,22.19,22.0,8505.02,-557.03,3,6000,2024-07-17,0,0,0,0
202,married,CA,2024,wages,87949.6,0,0,5258.14,93207.74,29200,36563.46,True,36563.46,56644.28,6333.31,5267.92,5452.88,1275.27,6728.15,18329.38,19.67,12.0,5724.96,-608.35,2,4000,2024-09-03,11215.45,11041.13,0,7034.04
203,single,CA,2024,investment,34002.66,5400.63,3398.93,1001.34,43803.56,14600,0,False,14600,29203.56,3272.43,2715.93,2108.16,493.04,2601.2,8589.56,19.61,12.0,3426.43,154.0,2,4000,2024-06-30,0,0,0,0
204,hoh,CA,2024,self_employment,121503.04,14158.36,12047.54,0,147708.94,21900,0,False,21900,125808.94,23236.65,11700.23,7533.19,1761.79,9294.98,44231.86,29.95,24.0,21967.96,-1268.69,2,4000,2024-08-28,0,0,0,0
205,single,IL,2024,retirement,76360.65,4312.09,6732.16,0,87404.9,14600,0,False,14600,72804.9,11070.08,3603.84,4734.36,1107.23,5841.59,20515.51,23.47,22.0,11038.32,-31.76,0,0,2023-02-27,0,0,0,0
206,single,VA,2024,self_employment,18686.68,0,0,0,18686.68,14600,0,False,14600,4086.68,408.67,234.98,1158.57,270.96,1429.53,2073.18,11.09,10.0,446.24,37.57,2,3737.34,2023-07-01,0,0,0,0
207,married,CA,2024,wages,58235.2,2474.75,0,0,60709.95,29200,0,False,29200,31509.95,3317.19,2930.43,3610.58,844.41,4454.99,10702.61,17.63,12.0,3182.73,-134.46,0,0,2024-01-18,0,0,0,0
208,hoh,OH,2024,retirement,30103.22,0,0,0,30103.22,21900,0,False,21900,8203.22,820.32,328.13,1866.4,436.5,2302.9,3451.35,11.47,10.0,930.74,110.42,3,6000,2024-10-26,0,0,0,0
209,married,TX,2024,retirement,89356.04,21096.74,0,0,110452.78,29200,0,False,29200,81252.78,9286.33,0.0,5540.07,1295.66,6835.73,16122.06,14.6,12.0,8748.16,-538.17,2,4000,2023-05-11,0,0,0,0
210,single,CA,2024,retirement,59160.14,17130.13,0,0,76290.27,14600,20580.84,True,20580.84,55709.43,7309.07,5180.98,3667.93,857.82,4525.75,17015.8,22.3,22.0,7767.27,458.2,2,4000,2024-04-02,2917.38,10750.68,0,3104.52
211,single,WA,2024,self_employment,61165.06,0,0,0,61165.06,14600,0,False,14600,46565.06,5355.81,0.0,3792.23,886.89,4679.12,10034.93,16.41,12.0,4554.5,-801.31,3,6000,2024-03-24,0,0,0,0
212,hoh,OH,2024,self_employment,178642.12,0,0,0,178642.12,21900,0,False,21900,156742.12,30660.61,6269.68,10453.2,2590.31,13043.51,49973.8,27.97,24.0,30471.95,-188.66,4,8000,2024-10-28,0,0,0,0
213,hoh,FL,2024,self_employment,98488.17,987.23,0,0,99475.4,21900,0,False,21900,77575.4,12119.59,0.0,6106.27,1428.08,7534.35,19653.94,19.76,22.0,11544.42,-575.17,3,6000,2023-06-14,0,0,0,0
214,hoh,NY,2024,retirement,114183.41,11576.51,10199.16,4313.23,140272.31,21900,51907.1,True,51907.1,88365.21,14493.35,6053.02,7079.37,1655.66,8735.03,29281.4,20.87,22.0,13612.45,-880.9,0,0,2023-02-20,9418.84,0,0,8906.95
215,married,VA,2024,retirement,103985.45,0,0,0,103985.45,29200,0,False,29200,74785.45,8510.25,4300.16,6447.1,1507.79,7954.89,20765.3,19.97,12.0,8923.9,413.65,4,8000,2024-05-06,0,0,0,0
216,single,NY,2024,wages,71564.42,20976.77,0,0,92541.19,14600,9731.64,False,14600,77941.19,12200.06,5338.97,4436.99,1037.68,5474.67,23013.7,24.87,22.0,10533.35,-1666.71,3,6000,2024-04-21,0,4046.07,5685.57,0
217,married,FL,2024,investment,284302.06,0,2749.28,0,287051.34,29200,64320.31,True,64320.31,222731.03,39540.45,0.0,10453.2,4122.38,14575.580000000002,54116.03,18.85,24.0,40403.0,862.55,1,2000,2024-05-02,0,7211.63,0,0
218,married,NY,2024,rental,136388.81,20544.31,10917.25,0,167850.37,29200,44115.28,True,44115.28,123735.09,17327.72,8475.85,8456.11,1977.64,10433.75,36237.32,21.59,22.0,19912.68,2584.96,1,2000,2024-09-01,0,4766.23,24490.65,3613.96
219,married,IL,2024,wages,44581.17,7383.37,2316.83,123.64,54405.01,29200,0,False,29200,25205.01,2560.6,1247.65,2764.03,646.43,3410.46,7218.71,13.27,12.0,2714.55,153.95,4,8000,2024-06-19,0,0,0,0
220,married,NY,2024,rental,30949.92,5410.14,310.13,0,36670.19,29200,0,False,29200,7470.19,747.02,511.71,1918.9,448.77,2367.67,3626.4,9.89,10.0,809.67,62.65,2,4000,2024-07-02,0,0,0,0
221,married,OH,2024,investment,194606.52,0,729.11,0,195335.63,29200,0,False,29200,166135.63,26655.84,6645.43,10453.2,2821.79,13274.990000000002,46576.26,23.84,22.0,27524.73,868.89,3,6000,2023-02-09,0,0,0,0
222,married,IL,2024,self_employment,24118.83,0,0,0,24118.83,29200,0,False,29200,0,0.0,0.0,1495.37,349.72,1845.09,1845.09,7.65,10.0,0.0,0.0,2,4000,2023-11-15,0,0,0,0
223,married,GA,2024,wages,243811.74,0,0,7740.31,251552.05,29200,0,False,29200,222352.05,39449.49,12229.36,10453.2,3535.27,13988.470000000001,65667.32,26.1,24.0,42157.3,2707.81,4,8000,2024-10-23,0,0,0,0
224,single,FL,2024,rental,39594.67,8801.24,3433.61,5152.7,56982.22,14600,0,False,14600,42382.22,4853.87,0.0,2454.87,574.12,3028.99,7882.86,13.83,12.0,4357.28,-496.59,2,4000,2024-12-27,0,0,0,0
225,hoh,OH,2024,self_employment,159395.54,27193.15,0,2007.27,188595.96,21900,0,False,21900,166695.96,33049.53,6667.84,9882.52,2311.24,12193.76,51911.13,27.53,24.0,28420.0,-4629.53,0,0,2024-01-05,0,0,0,0
226,hoh,FL,2024,investment,187334.2,0,0,6811.74,194145.94,21900,0,False,21900,172245.94,34381.53,0.0,10453.2,2716.35,13169.550000000001,47551.08,24.49,24.0,34265.87,-115.66,3,6000,2023-07-01,0,0,0,0
